Source,Target,Type,Weight,cooc,npmi,jaccard,surprise,is_new
t:収蔵庫,t:博物館,Undirected,0.5057,6,0.5057,0.1538,-0.5147,False
t:年フード,t:認定,Undirected,0.5012,2,0.5012,0.069,-0.5281,False
t:郷土料理,t:認定,Undirected,0.5012,2,0.5012,0.069,-0.5281,False
t:スタンプラリー開催,t:認定,Undirected,0.5012,2,0.5012,0.069,0.6915,True
t:認定,t:件目,Undirected,0.5012,2,0.5012,0.069,-0.5281,False
t:文化,t:神戸市室内管弦楽団,Undirected,0.5012,2,0.5012,0.069,-0.5057,False
t:別府大学,policy:nihon_isan,Undirected,0.4986,3,0.4986,0.0833,-0.5479,False
t:閉館,t:美術館,Undirected,0.4986,3,0.4986,0.0833,-0.4887,False
t:周年記念,policy:nihon_isan,Undirected,0.4986,3,0.4986,0.0833,0.0468,False
t:観光コンテンツ強化事業,policy:nihon_isan,Undirected,0.4986,3,0.4986,0.0833,-0.1054,False
